"mac_address","ssid","channel","source","signal_strength","floorid","timestamp"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-55","0","2023-11-24 12:04:32"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-69","0","2023-11-24 12:04:33"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:34"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-55","0","2023-11-24 12:04:34"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:34"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:34"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:04:34"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:36"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:36"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:04:37"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:04:37"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:37"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:37"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:38"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:38"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-57","0","2023-11-24 12:04:38"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:39"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:40"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-57","0","2023-11-24 12:04:40"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:40"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:40"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-57","0","2023-11-24 12:04:41"
