floorid,roomid,channel,ssid,cap1,cap2,cap3
308,111,2412,Vivo Y21T,,,-60
308,111,2412,Xiaomi,,,-56
308,111,2427,Vivo Y21T,,,-73
308,111,2427,Xiaomi,,,-67
308,111,2427,Xiaomi,,,-69
308,111,2427,Xiaomi,,,-69
308,111,2427,Xiaomi,,,-67
308,111,2417,Xiaomi,,,-55
308,111,2427,Vivo Y21T,,,-83
308,111,2427,Xiaomi,,,-66
308,111,2427,Vivo Y21T,,,-83
308,111,2427,Xiaomi,,,-66
308,111,2427,Vivo Y21T,,,-83
308,111,2427,Xiaomi,,,-66
308,111,2412,Vivo Y21T,,,-59
308,111,2412,Xiaomi,,,-63
308,111,2412,Vivo Y21T,,,-60
308,111,2422,Xiaomi,,,-57
308,111,2412,Vivo Y21T,,,-60
308,111,2422,Xiaomi,,,-57
308,111,2412,Vivo Y21T,,,-60
308,111,2412,Xiaomi,,,-63
308,111,2427,Vivo Y21T,,,-73
308,111,2427,Vivo Y21T,,,-73
308,111,2427,Vivo Y21T,,,-71
308,111,2427,Xiaomi,,,-83
308,111,2412,Vivo Y21T,,,-58
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-72
308,111,2427,Vivo Y21T,,,-75
308,111,2427,Xiaomi,,,-83
308,111,2427,Vivo Y21T,,,-75
308,111,2427,Xiaomi,,,-83
308,111,2427,Xiaomi,,,-72
308,111,2427,Vivo Y21T,,,-75
308,111,2412,Xiaomi,,,-60
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-70
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-70
308,111,2417,Vivo Y21T,,,-62
308,111,2412,Xiaomi,,,-56
308,111,2417,Xiaomi,,,-59
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Vivo Y21T,,,-68
308,111,2427,Xiaomi,,,-70
308,111,2427,Vivo Y21T,,,-68
308,111,2427,Xiaomi,,,-70
308,111,2427,Vivo Y21T,,,-68
308,111,2427,Xiaomi,,,-70
308,111,2427,Xiaomi,,,-72
308,111,2417,Vivo Y21T,,,-55
308,111,2427,Vivo Y21T,,,-73
308,111,2427,Xiaomi,,,-75
308,111,2427,Vivo Y21T,,,-73
308,111,2427,Xiaomi,,,-75
308,111,2417,Vivo Y21T,,,-57
308,111,2417,Xiaomi,,,-52
308,111,2417,Xiaomi,,,-54
308,111,2422,Xiaomi,,,-58
308,111,2417,Vivo Y21T,,,-54
308,111,2417,Vivo Y21T,,,-54
308,111,2427,Xiaomi,,,-67
308,111,2417,Vivo Y21T,,,-58
308,111,2417,Xiaomi,,,-56
308,111,2427,Vivo Y21T,,,-79
308,111,2412,Xiaomi,,,-61
308,111,2427,Vivo Y21T,,,-79
308,111,2427,Vivo Y21T,,,-80
308,111,2412,Xiaomi,,,-61
308,111,2412,Xiaomi,,,-61
308,111,2427,Vivo Y21T,,,-67
308,111,2427,Vivo Y21T,,,-67
308,111,2427,Xiaomi,,,-70
308,111,2427,Vivo Y21T,,,-67
308,111,2427,Xiaomi,,,-70
308,111,2412,Vivo Y21T,,,-60
308,111,2427,Xiaomi,,,-68
308,111,2427,Xiaomi,,,-67
308,111,2412,Xiaomi,,,-62
308,111,2427,Xiaomi,,,-68
308,111,2417,Vivo Y21T,,,-54
308,111,2422,Xiaomi,,,-56
308,111,2427,Xiaomi,,,-69
308,111,2427,Xiaomi,,,-69
308,111,2427,Vivo Y21T,,,-71
308,111,2427,Vivo Y21T,,,-80
308,111,2427,Xiaomi,,,-69
308,111,2427,Xiaomi,,,-71
308,111,2427,Vivo Y21T,,,-67
308,111,2427,Xiaomi,,,-71
308,111,2427,Vivo Y21T,,,-67
308,111,2427,Xiaomi,,,-71
308,111,2412,Vivo Y21T,,,-58
308,111,2427,Vivo Y21T,,,-67
308,111,2412,Vivo Y21T,,,-60
308,111,2427,Xiaomi,,,-70
308,111,2427,Vivo Y21T,,,-69
308,111,2427,Xiaomi,,,-63
308,111,2427,Vivo Y21T,,,-71
308,111,2427,Xiaomi,,,-63
308,111,2427,Vivo Y21T,,,-71
308,111,2427,Xiaomi,,,-63
308,111,2412,Vivo Y21T,,,-59
308,111,2417,Xiaomi,,,-62
308,111,2427,Vivo Y21T,,,-68
308,111,2427,Xiaomi,,,-69
308,111,2427,Vivo Y21T,,,-68
308,111,2427,Xiaomi,,,-69
308,111,2412,Vivo Y21T,,,-61
308,111,2417,Xiaomi,,,-62
308,111,2427,Xiaomi,,,-69
308,111,2417,Vivo Y21T,,,-64
308,111,2427,Xiaomi,,,-69
308,111,2412,Vivo Y21T,,,-69
308,111,2412,Xiaomi,,,-53
308,111,2427,Vivo Y21T,,,-79
308,111,2417,Xiaomi,,,-56
308,111,2417,Vivo Y21T,,,-64
308,111,2417,Xiaomi,,,-56
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-70
308,111,2412,Vivo Y21T,,,-71
308,111,2412,Xiaomi,,,-57
308,111,2427,Vivo Y21T,,,-81
308,111,2427,Xiaomi,,,-69
308,111,2412,Xiaomi,,,-56
308,111,2427,Vivo Y21T,,,-71
308,111,2427,Xiaomi,,,-67
308,111,2417,Vivo Y21T,,,-64
308,111,2427,Xiaomi,,,-67
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-86
308,111,2427,Vivo Y21T,,,-69
308,111,2417,Vivo Y21T,,,-66
308,111,2417,Xiaomi,,,-56
308,111,2422,Vivo Y21T,,,-60
308,111,2427,Xiaomi,,,-76
308,111,2422,Vivo Y21T,,,-60
308,111,2427,Xiaomi,,,-76
308,111,2427,Xiaomi,,,-76
308,111,2412,Vivo Y21T,,,-62
308,111,2412,Xiaomi,,,-55
308,111,2427,Vivo Y21T,,,-69
308,111,2427,Xiaomi,,,-88
308,111,2427,Vivo Y21T,,,-69
308,111,2422,Vivo Y21T,,,-60
308,111,2427,Vivo Y21T,,,-74
308,111,2427,Xiaomi,,,-88
308,111,2427,Xiaomi,,,-67
308,111,2427,Vivo Y21T,,,-74
308,111,2412,Xiaomi,,,-54
308,111,2422,Vivo Y21T,,,-59
308,111,2422,Vivo Y21T,,,-59
308,111,2412,Xiaomi,,,-54
308,111,2422,Vivo Y21T,,,-59
308,111,2412,Xiaomi,,,-54
308,111,2422,Vivo Y21T,,,-59
308,111,2427,Xiaomi,,,-88
308,111,2427,Vivo Y21T,,,-69
308,111,2412,Xiaomi,,,-54
309,111,2427,Vivo Y21T,,,-88
309,111,2427,Vivo Y21T,,,-85
309,111,2427,Xiaomi,,,-76
309,111,2427,Vivo Y21T,,,-88
309,111,2412,Xiaomi,,,-59
309,111,2427,Xiaomi,,,-65
309,111,2422,Vivo Y21T,,,-67
309,111,2427,Xiaomi,,,-65
309,111,2417,Vivo Y21T,,,-65
309,111,2417,Xiaomi,,,-59
309,111,2422,Vivo Y21T,,,-67
309,111,2427,Xiaomi,,,-75
309,111,2427,Xiaomi,,,-76
309,111,2427,Vivo Y21T,,,-88
309,111,2427,Xiaomi,,,-76
309,111,2412,Vivo Y21T,,,-72
309,111,2417,Xiaomi,,,-52
309,111,2422,Vivo Y21T,,,-68
309,111,2427,Xiaomi,,,-82
309,111,2427,Vivo Y21T,,,-79
309,111,2427,Xiaomi,,,-82
309,111,2427,Vivo Y21T,,,-79
309,111,2417,Xiaomi,,,-50
309,111,2417,Vivo Y21T,,,-68
309,111,2427,Xiaomi,,,-72
309,111,2422,Vivo Y21T,,,-68
309,111,2427,Xiaomi,,,-72
309,111,2422,Vivo Y21T,,,-68
309,111,2412,Xiaomi,,,-57
309,111,2427,Xiaomi,,,-75
309,111,2427,Vivo Y21T,,,-85
309,111,2422,Vivo Y21T,,,-67
309,111,2422,Vivo Y21T,,,-67
309,111,2417,Vivo Y21T,,,-65
309,111,2427,Xiaomi,,,-86
309,111,2427,Xiaomi,,,-69
309,111,2422,Xiaomi,,,-57
309,111,2427,Vivo Y21T,,,-83
309,111,2422,Xiaomi,,,-57
309,111,2427,Vivo Y21T,,,-83
309,111,2422,Xiaomi,,,-57
309,111,2427,Vivo Y21T,,,-83
309,111,2417,Xiaomi,,,-59
309,111,2417,Vivo Y21T,,,-71
309,111,2427,Xiaomi,,,-73
309,111,2422,Vivo Y21T,,,-67
309,111,2427,Xiaomi,,,-73
309,111,2422,Vivo Y21T,,,-67
309,111,2412,Xiaomi,,,-59
309,111,2412,Vivo Y21T,,,-71
309,111,2427,Xiaomi,,,-77
309,111,2427,Xiaomi,,,-76
309,111,2417,Vivo Y21T,,,-65
309,111,2427,Xiaomi,,,-76
309,111,2417,Vivo Y21T,,,-65
309,111,2417,Xiaomi,,,-52
309,111,2422,Vivo Y21T,,,-72
309,111,2422,Xiaomi,,,-56
309,111,2422,Vivo Y21T,,,-72
309,111,2422,Vivo Y21T,,,-72
309,111,2427,Xiaomi,,,-71
309,111,2422,Vivo Y21T,,,-69
309,111,2427,Xiaomi,,,-77
309,111,2422,Vivo Y21T,,,-69
309,111,2427,Xiaomi,,,-77
309,111,2427,Xiaomi,,,-71
309,111,2422,Vivo Y21T,,,-68
309,111,2427,Vivo Y21T,,,-89
309,111,2422,Vivo Y21T,,,-68
309,111,2417,Vivo Y21T,,,-63
309,111,2412,Xiaomi,,,-61
309,111,2422,Vivo Y21T,,,-66
309,111,2412,Xiaomi,,,-61
309,111,2422,Vivo Y21T,,,-66
309,111,2412,Xiaomi,,,-58
309,111,2412,Vivo Y21T,,,-63
309,111,2427,Xiaomi,,,-76
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Xiaomi,,,-76
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Vivo Y21T,,,-81
309,111,2417,Xiaomi,,,-50
309,111,2422,Vivo Y21T,,,-62
309,111,2412,Xiaomi,,,-61
309,111,2417,Xiaomi,,,-50
309,111,2417,Xiaomi,,,-50
309,111,2427,Vivo Y21T,,,-83
309,111,2412,Xiaomi,,,-58
309,111,2412,Vivo Y21T,,,-65
309,111,2412,Xiaomi,,,-58
309,111,2422,Vivo Y21T,,,-63
309,111,2412,Xiaomi,,,-58
309,111,2422,Vivo Y21T,,,-63
309,111,2417,Xiaomi,,,-54
309,111,2417,Vivo Y21T,,,-62
309,111,2427,Xiaomi,,,-69
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Xiaomi,,,-69
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Vivo Y21T,,,-83
309,111,2427,Vivo Y21T,,,-89
309,111,2427,Xiaomi,,,-78
309,111,2427,Vivo Y21T,,,-89
309,111,2427,Xiaomi,,,-69
309,111,2422,Vivo Y21T,,,-68
309,111,2412,Xiaomi,,,-57
309,111,2422,Vivo Y21T,,,-72
309,111,2412,Xiaomi,,,-57
309,111,2422,Vivo Y21T,,,-72
309,111,2412,Xiaomi,,,-57
309,111,2422,Vivo Y21T,,,-72
309,111,2417,Xiaomi,,,-52
309,111,2417,Vivo Y21T,,,-73
309,111,2422,Xiaomi,,,-57
309,111,2422,Vivo Y21T,,,-66
309,111,2422,Xiaomi,,,-57
309,111,2422,Vivo Y21T,,,-66
309,111,2412,Xiaomi,,,-60
309,111,2412,Vivo Y21T,,,-69
309,111,2427,Xiaomi,,,-79
309,111,2427,Xiaomi,,,-78
309,111,2422,Vivo Y21T,,,-67
309,111,2417,Xiaomi,,,-60
309,111,2427,Vivo Y21T,,,-89
309,111,2427,Xiaomi,,,-77
309,111,2427,Vivo Y21T,,,-89
309,111,2427,Xiaomi,,,-69
309,111,2427,Xiaomi,,,-77
309,111,2427,Xiaomi,,,-77
309,111,2412,Vivo Y21T,,,-66
309,111,2412,Xiaomi,,,-63
309,111,2422,Vivo Y21T,,,-67
309,111,2427,Xiaomi,,,-79
309,111,2422,Vivo Y21T,,,-67
309,111,2427,Vivo Y21T,,,-89
309,111,2427,Xiaomi,,,-86
309,111,2427,Xiaomi,,,-71
309,111,2427,Xiaomi,,,-86
309,111,2422,Xiaomi,,,-67
309,111,2427,Vivo Y21T,,,-76
309,111,2417,Xiaomi,,,-54
309,111,2427,Vivo Y21T,,,-76
309,111,2417,Xiaomi,,,-54
309,111,2427,Vivo Y21T,,,-76
309,111,2417,Xiaomi,,,-54
309,111,2417,Vivo Y21T,,,-64
309,111,2417,Xiaomi,,,-54
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Xiaomi,,,-67
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Xiaomi,,,-67
309,111,2412,Vivo Y21T,,,-68
309,111,2412,Xiaomi,,,-57
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Xiaomi,,,-86
309,111,2427,Xiaomi,,,-86
309,111,2427,Vivo Y21T,,,-81
309,111,2427,Vivo Y21T,,,-78
309,111,2427,Xiaomi,,,-86
309,111,2427,Vivo Y21T,,,-78
309,111,2427,Xiaomi,,,-86
309,111,2427,Xiaomi,,,-86
309,111,2427,Vivo Y21T,,,-78
309,111,2427,Vivo Y21T,,,-74
309,111,2427,Vivo Y21T,,,-74
309,111,2427,Xiaomi,,,-80
309,111,2422,Vivo Y21T,,,-67
309,111,2412,Vivo Y21T,,,-70
309,111,2422,Xiaomi,,,-67
309,111,2412,Xiaomi,,,-58
309,111,2422,Xiaomi,,,-67
309,111,2412,Vivo Y21T,,,-70
309,111,2412,Xiaomi,,,-55
309,111,2427,Xiaomi,,,-71
309,111,2422,Vivo Y21T,,,-64
309,111,2422,Vivo Y21T,,,-64
309,111,2422,Xiaomi,,,-63
309,111,2417,Vivo Y21T,,,-65
309,111,2412,Xiaomi,,,-63
309,111,2417,Vivo Y21T,,,-65
309,111,2417,Vivo Y21T,,,-65
309,111,2412,Xiaomi,,,-63
309,111,2417,Vivo Y21T,,,-65
309,111,2412,Xiaomi,,,-63
309,111,2422,Vivo Y21T,,,-66
309,111,2422,Vivo Y21T,,,-64
309,111,2422,Vivo Y21T,,,-66
309,111,2412,Vivo Y21T,,,-70
309,111,2427,Xiaomi,,,-78
309,111,2417,Xiaomi,,,-62
309,111,2417,Vivo Y21T,,,-64
309,111,2427,Xiaomi,,,-72
309,111,2422,Vivo Y21T,,,-73
309,111,2412,Vivo Y21T,,,-65
309,111,2422,Vivo Y21T,,,-73
309,111,2422,Vivo Y21T,,,-66
309,111,2427,Xiaomi,,,-72
309,111,2417,Xiaomi,,,-61
309,111,2427,Xiaomi,,,-78
309,111,2422,Vivo Y21T,,,-73
309,111,2427,Xiaomi,,,-72
310,111,2427,Xiaomi,,,-65
310,111,2427,Vivo Y21T,,,-80
310,111,2427,Xiaomi,,,-65
310,111,2417,Xiaomi,,,-59
310,111,2427,Vivo Y21T,,,-79
310,111,2427,Xiaomi,,,-76
310,111,2427,Xiaomi,,,-65
310,111,2427,Vivo Y21T,,,-79
310,111,2427,Xiaomi,,,-76
310,111,2422,Vivo Y21T,,,-67
310,111,2427,Vivo Y21T,,,-80
310,111,2422,Vivo Y21T,,,-73
310,111,2427,Xiaomi,,,-77
310,111,2422,Vivo Y21T,,,-67
310,111,2422,Vivo Y21T,,,-67
310,111,2427,Xiaomi,,,-77
310,111,2417,Vivo Y21T,,,-63
310,111,2427,Xiaomi,,,-72
310,111,2427,Vivo Y21T,,,-86
310,111,2427,Xiaomi,,,-72
310,111,2427,Vivo Y21T,,,-86
310,111,2417,Xiaomi,,,-52
310,111,2417,Vivo Y21T,,,-59
310,111,2427,Vivo Y21T,,,-80
310,111,2427,Xiaomi,,,-85
310,111,2417,Vivo Y21T,,,-64
310,111,2422,Xiaomi,,,-58
310,111,2417,Vivo Y21T,,,-68
310,111,2427,Xiaomi,,,-68
310,111,2412,Vivo Y21T,,,-65
310,111,2412,Vivo Y21T,,,-64
310,111,2427,Xiaomi,,,-85
310,111,2412,Xiaomi,,,-57
310,111,2427,Vivo Y21T,,,-76
310,111,2427,Xiaomi,,,-70
310,111,2427,Vivo Y21T,,,-76
310,111,2427,Xiaomi,,,-70
310,111,2427,Vivo Y21T,,,-76
310,111,2417,Xiaomi,,,-55
310,111,2427,Xiaomi,,,-70
310,111,2417,Vivo Y21T,,,-66
310,111,2417,Xiaomi,,,-58
310,111,2417,Vivo Y21T,,,-66
310,111,2427,Xiaomi,,,-68
310,111,2417,Vivo Y21T,,,-66
310,111,2417,Vivo Y21T,,,-62
310,111,2417,Xiaomi,,,-62
310,111,2427,Vivo Y21T,,,-70
310,111,2422,Xiaomi,,,-59
310,111,2427,Vivo Y21T,,,-70
310,111,2422,Xiaomi,,,-59
310,111,2412,Vivo Y21T,,,-64
310,111,2412,Xiaomi,,,-57
310,111,2427,Vivo Y21T,,,-74
310,111,2427,Xiaomi,,,-68
310,111,2427,Vivo Y21T,,,-74
310,111,2427,Xiaomi,,,-68
310,111,2412,Xiaomi,,,-57
310,111,2417,Vivo Y21T,,,-64
310,111,2427,Xiaomi,,,-75
310,111,2417,Vivo Y21T,,,-64
310,111,2412,Vivo Y21T,,,-67
310,111,2427,Xiaomi,,,-78
310,111,2427,Vivo Y21T,,,-80
310,111,2427,Xiaomi,,,-78
310,111,2427,Vivo Y21T,,,-80
310,111,2417,Xiaomi,,,-57
310,111,2417,Vivo Y21T,,,-66
310,111,2427,Xiaomi,,,-72
310,111,2417,Vivo Y21T,,,-69
310,111,2427,Xiaomi,,,-72
310,111,2417,Vivo Y21T,,,-69
310,111,2417,Xiaomi,,,-53
310,111,2417,Vivo Y21T,,,-69
310,111,2427,Xiaomi,,,-75
310,111,2417,Vivo Y21T,,,-58
310,111,2427,Xiaomi,,,-75
310,111,2417,Vivo Y21T,,,-58
310,111,2427,Xiaomi,,,-75
310,111,2417,Vivo Y21T,,,-58
310,111,2412,Xiaomi,,,-57
310,111,2412,Vivo Y21T,,,-66
310,111,2427,Xiaomi,,,-74
310,111,2427,Vivo Y21T,,,-74
310,111,2427,Xiaomi,,,-74
310,111,2427,Vivo Y21T,,,-74
310,111,2417,Xiaomi,,,-57
310,111,2412,Vivo Y21T,,,-73
310,111,2417,Xiaomi,,,-55
310,111,2422,Xiaomi,,,-57
310,111,2422,Vivo Y21T,,,-67
310,111,2427,Xiaomi,,,-75
310,111,2427,Xiaomi,,,-71
310,111,2427,Vivo Y21T,,,-87
310,111,2427,Xiaomi,,,-71
310,111,2427,Vivo Y21T,,,-87
310,111,2427,Xiaomi,,,-71
310,111,2427,Vivo Y21T,,,-87
310,111,2412,Xiaomi,,,-56
310,111,2412,Vivo Y21T,,,-68
310,111,2422,Xiaomi,,,-54
310,111,2422,Vivo Y21T,,,-65
310,111,2422,Xiaomi,,,-54
310,111,2422,Vivo Y21T,,,-65
310,111,2417,Xiaomi,,,-51
310,111,2427,Xiaomi,,,-70
310,111,2417,Vivo Y21T,,,-67
310,111,2427,Xiaomi,,,-70
310,111,2417,Vivo Y21T,,,-67
310,111,2422,Xiaomi,,,-55
310,111,2417,Vivo Y21T,,,-67
310,111,2422,Xiaomi,,,-57
310,111,2412,Vivo Y21T,,,-67
310,111,2422,Xiaomi,,,-57
310,111,2412,Vivo Y21T,,,-67
310,111,2422,Xiaomi,,,-57
310,111,2412,Vivo Y21T,,,-67
310,111,2412,Xiaomi,,,-55
310,111,2412,Vivo Y21T,,,-67
310,111,2422,Vivo Y21T,,,-67
310,111,2427,Xiaomi,,,-65
310,111,2427,Vivo Y21T,,,-78
310,111,2412,Xiaomi,,,-56
310,111,2427,Xiaomi,,,-87
310,111,2427,Vivo Y21T,,,-81
310,111,2427,Vivo Y21T,,,-81
310,111,2427,Xiaomi,,,-87
310,111,2427,Xiaomi,,,-75
310,111,2412,Vivo Y21T,,,-64
310,111,2427,Xiaomi,,,-75
310,111,2427,Vivo Y21T,,,-79
310,111,2417,Xiaomi,,,-56
310,111,2417,Vivo Y21T,,,-61
310,111,2427,Vivo Y21T,,,-81
310,111,2417,Xiaomi,,,-53
310,111,2427,Vivo Y21T,,,-85
310,111,2417,Xiaomi,,,-53
310,111,2417,Vivo Y21T,,,-58
310,111,2427,Xiaomi,,,-80
310,111,2427,Vivo Y21T,,,-86
310,111,2427,Xiaomi,,,-66
310,111,2417,Vivo Y21T,,,-68
310,111,2427,Xiaomi,,,-66
310,111,2427,Vivo Y21T,,,-83
310,111,2412,Vivo Y21T,,,-73
310,111,2427,Vivo Y21T,,,-85
310,111,2427,Xiaomi,,,-87
310,111,2427,Xiaomi,,,-80
310,111,2417,Xiaomi,,,-65
310,111,2417,Vivo Y21T,,,-59
310,111,2422,Xiaomi,,,-56
310,111,2427,Vivo Y21T,,,-78
310,111,2422,Xiaomi,,,-56
310,111,2427,Vivo Y21T,,,-78
310,111,2422,Xiaomi,,,-56
310,111,2427,Vivo Y21T,,,-78
310,111,2427,Xiaomi,,,-79
310,111,2427,Xiaomi,,,-79
310,111,2427,Vivo Y21T,,,-78
310,111,2412,Xiaomi,,,-61
310,111,2412,Vivo Y21T,,,-73
310,111,2427,Xiaomi,,,-78
310,111,2412,Vivo Y21T,,,-64
310,111,2427,Xiaomi,,,-78
310,111,2427,Vivo Y21T,,,-83
310,111,2427,Xiaomi,,,-78
310,111,2412,Vivo Y21T,,,-66
310,111,2427,Vivo Y21T,,,-83
310,111,2427,Vivo Y21T,,,-77
310,111,2427,Xiaomi,,,-78
310,111,2427,Vivo Y21T,,,-77
310,111,2412,Xiaomi,,,-62
311,111,2412,Vivo Y21T,,,-67
311,111,2427,Xiaomi,,,-79
311,111,2412,Vivo Y21T,,,-64
311,111,2427,Xiaomi,,,-79
311,111,2412,Vivo Y21T,,,-64
311,111,2427,Xiaomi,,,-82
311,111,2427,Xiaomi,,,-82
311,111,2427,Xiaomi,,,-82
311,111,2427,Vivo Y21T,,,-83
311,111,2412,Xiaomi,,,-61
311,111,2427,Vivo Y21T,,,-83
311,111,2427,Xiaomi,,,-82
311,111,2427,Vivo Y21T,,,-83
311,111,2412,Vivo Y21T,,,-64
311,111,2417,Vivo Y21T,,,-70
311,111,2417,Vivo Y21T,,,-64
311,111,2417,Vivo Y21T,,,-70
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-58
311,111,2427,Xiaomi,,,-74
311,111,2417,Vivo Y21T,,,-58
311,111,2412,Xiaomi,,,-61
311,111,2412,Vivo Y21T,,,-61
311,111,2427,Xiaomi,,,-74
311,111,2427,Xiaomi,,,-88
311,111,2427,Xiaomi,,,-88
311,111,2417,Vivo Y21T,,,-64
311,111,2417,Xiaomi,,,-57
311,111,2427,Xiaomi,,,-74
311,111,2417,Vivo Y21T,,,-70
311,111,2427,Xiaomi,,,-74
311,111,2417,Vivo Y21T,,,-64
311,111,2417,Vivo Y21T,,,-61
311,111,2422,Xiaomi,,,-61
311,111,2427,Vivo Y21T,,,-80
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-64
311,111,2427,Xiaomi,,,-74
311,111,2417,Vivo Y21T,,,-64
311,111,2427,Xiaomi,,,-74
311,111,2417,Vivo Y21T,,,-60
311,111,2422,Xiaomi,,,-61
311,111,2427,Vivo Y21T,,,-83
311,111,2427,Xiaomi,,,-74
311,111,2427,Vivo Y21T,,,-83
311,111,2422,Xiaomi,,,-61
311,111,2412,Vivo Y21T,,,-66
311,111,2422,Xiaomi,,,-61
311,111,2427,Vivo Y21T,,,-81
311,111,2427,Xiaomi,,,-73
311,111,2427,Vivo Y21T,,,-81
311,111,2427,Xiaomi,,,-73
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-80
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-80
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-63
311,111,2417,Xiaomi,,,-64
311,111,2427,Xiaomi,,,-78
311,111,2427,Xiaomi,,,-78
311,111,2412,Vivo Y21T,,,-65
311,111,2417,Xiaomi,,,-59
311,111,2412,Vivo Y21T,,,-65
311,111,2427,Xiaomi,,,-73
311,111,2427,Vivo Y21T,,,-81
311,111,2412,Vivo Y21T,,,-65
311,111,2417,Vivo Y21T,,,-58
311,111,2427,Vivo Y21T,,,-72
311,111,2417,Vivo Y21T,,,-59
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-72
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-72
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-62
311,111,2427,Vivo Y21T,,,-72
311,111,2412,Xiaomi,,,-61
311,111,2412,Xiaomi,,,-61
311,111,2427,Vivo Y21T,,,-79
311,111,2412,Xiaomi,,,-61
311,111,2417,Vivo Y21T,,,-59
311,111,2422,Xiaomi,,,-63
311,111,2427,Vivo Y21T,,,-85
311,111,2427,Vivo Y21T,,,-79
311,111,2422,Xiaomi,,,-63
311,111,2412,Xiaomi,,,-62
311,111,2422,Xiaomi,,,-64
311,111,2417,Xiaomi,,,-53
311,111,2422,Vivo Y21T,,,-63
311,111,2417,Xiaomi,,,-53
311,111,2417,Vivo Y21T,,,-64
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-70
311,111,2427,Vivo Y21T,,,-79
311,111,2417,Xiaomi,,,-64
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-58
311,111,2412,Xiaomi,,,-62
311,111,2412,Vivo Y21T,,,-60
311,111,2422,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-79
311,111,2427,Vivo Y21T,,,-70
311,111,2427,Xiaomi,,,-74
311,111,2427,Vivo Y21T,,,-85
311,111,2427,Vivo Y21T,,,-85
311,111,2422,Vivo Y21T,,,-61
311,111,2417,Xiaomi,,,-60
311,111,2417,Vivo Y21T,,,-57
311,111,2417,Xiaomi,,,-60
311,111,2417,Vivo Y21T,,,-57
311,111,2417,Xiaomi,,,-60
311,111,2412,Xiaomi,,,-65
311,111,2417,Vivo Y21T,,,-57
311,111,2417,Vivo Y21T,,,-57
311,111,2427,Xiaomi,,,-88
311,111,2427,Vivo Y21T,,,-92
311,111,2427,Xiaomi,,,-88
311,111,2427,Vivo Y21T,,,-92
311,111,2422,Xiaomi,,,-64
311,111,2417,Xiaomi,,,-60
311,111,2422,Xiaomi,,,-63
311,111,2427,Vivo Y21T,,,-91
311,111,2427,Vivo Y21T,,,-91
311,111,2412,Xiaomi,,,-60
311,111,2412,Vivo Y21T,,,-60
311,111,2422,Xiaomi,,,-69
311,111,2427,Vivo Y21T,,,-74
311,111,2422,Xiaomi,,,-69
311,111,2427,Vivo Y21T,,,-74
311,111,2427,Xiaomi,,,-80
311,111,2417,Xiaomi,,,-70
311,111,2417,Xiaomi,,,-64
311,111,2417,Vivo Y21T,,,-64
311,111,2417,Xiaomi,,,-64
311,111,2427,Vivo Y21T,,,-72
311,111,2417,Vivo Y21T,,,-55
311,111,2427,Xiaomi,,,-80
311,111,2417,Vivo Y21T,,,-70
311,111,2427,Xiaomi,,,-76
311,111,2427,Vivo Y21T,,,-75
311,111,2427,Xiaomi,,,-76
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
311,111,2427,Vivo Y21T,,,-79
311,111,2412,Vivo Y21T,-90,,
311,111,2412,Vivo Y21T,-90,,
